stocks,levels
KNRCON,"{""155.9"": 3, ""85.5"": 1, ""140.3"": 7, ""242.0"": 40, ""343.9"": 12, ""242.35"": 41, ""329.85"": 11, ""207.5"": 6, ""269.4"": 34, ""202.7"": 7, ""278.55"": 27, ""280.8"": 21, ""226.3"": 14, ""305.5"": 10, ""236.75"": 22, ""415.4"": 1, ""274.3"": 30}"
TATASTEEL,"{""47.0"": 2, ""149.85"": 20, ""102.55"": 35, ""135.05"": 7, ""79.1"": 1, ""110.1"": 17, ""120.7"": 17, ""97.95"": 8, ""131.4"": 15, ""111.0"": 15, ""181.0"": 2, ""142.35"": 9}"
BSE,"{""196.65"": 7, ""91.65"": 2, ""202.65"": 14, ""155.35"": 3, ""219.35"": 1, ""178.5"": 12, ""470.0"": 5, ""791.25"": 2, ""1046.65"": 1, ""549.0"": 5, ""406.2"": 6, ""1941.05"": 1, ""3264.7"": 1, ""2115.0"": 3}"
IPCALAB,"{""912.5"": 22, ""1230.0"": 12, ""892.7"": 29, ""1154.5"": 15, ""1383.1"": 8, ""925.2"": 22, ""831.05"": 19, ""1034.3"": 36, ""951.3"": 13, ""669.8"": 5, ""1374.6"": 4, ""1052.0"": 35, ""1708.65"": 2}"
IFCI,"{""3.1"": 1, ""8.4"": 4, ""11.5"": 36, ""16.0"": 12, ""16.4"": 5, ""10.55"": 23, ""18.85"": 1, ""10.8"": 13, ""8.25"": 3, ""9.4"": 17, ""16.65"": 9, ""9.0"": 18, ""71.8"": 8, ""91.4"": 1, ""49.72"": 2}"
INDIGO,"{""771.3"": 1, ""1787.0"": 25, ""1616.2"": 16, ""2380.0"": 11, ""1771.0"": 30, ""2282.1"": 5, ""1555.1"": 3, ""1511.75"": 8, ""2103.95"": 6, ""1676.0"": 30, ""2180.0"": 9, ""1810.65"": 29, ""2745.1"": 2, ""2333.35"": 6, ""5035.0"": 1, ""3780.0"": 1}"
CERA,"{""2749.0"": 3, ""1986.0"": 1, ""2121.0"": 3, ""4895.0"": 30, ""4191.75"": 10, ""6450.0"": 9, ""3953.2"": 25, ""3515.0"": 7, ""6076.6"": 9, ""4963.4"": 11, ""6788.0"": 9, ""9740.0"": 4, ""6591.2"": 4, ""10789.95"": 1}"
IDFCFIRSTB,"{""17.65"": 1, ""34.5"": 13, ""69.3"": 1, ""62.0"": 4, ""40.75"": 16, ""53.5"": 8, ""37.6"": 7, ""28.95"": 1, ""64.3"": 12, ""52.1"": 10, ""100.7"": 1, ""75.05"": 19, ""86.1"": 15, ""59.3"": 16}"
POLYCAB,"{""1182.0"": 3, ""570.0"": 1, ""2648.0"": 15, ""2771.75"": 8, ""2162.0"": 6, ""2820.0"": 9, ""2043.85"": 1, ""5733.0"": 1, ""3801.0"": 4, ""7331.45"": 7, ""7605.0"": 1}"
TECHNOE,"{""317.0"": 13, ""171.05"": 1, ""245.0"": 14, ""362.8"": 13, ""252.1"": 15, ""222.0"": 5, ""268.4"": 27, ""224.0"": 6, ""231.2"": 9, ""319.75"": 19, ""254.0"": 11, ""391.0"": 3, ""607.2"": 1, ""1822.0"": 1}"
CAPLIPOINT,"{""383.5"": 7, ""176.2"": 1, ""305.1"": 12, ""686.0"": 28, ""437.75"": 4, ""401.0"": 1, ""1034.8"": 7, ""650.0"": 4, ""626.0"": 5, ""856.8"": 7, ""689.45"": 20, ""575.0"": 3, ""1619.05"": 1, ""1240.0"": 8, ""1225.0"": 3}"
INDUSTOWER,"{""296.5"": 7, ""120.05"": 1, ""242.5"": 26, ""162.2"": 12, ""282.65"": 4, ""194.1"": 24, ""332.8"": 6, ""181.2"": 13, ""230.9"": 20, ""182.5"": 13, ""135.15"": 1, ""135.8"": 1, ""292.0"": 7, ""460.35"": 2}"
