token,symbol,ltp,level,taps
197633,DABUR,508.75,503.65,56
356865,HINDUNILVR,2379.35,2393.0,51
197633,DABUR,508.75,504.1,47
356865,HINDUNILVR,2379.35,2442.9,39
1394945,CHEMPLASTS,502.95,500.0,38
356865,HINDUNILVR,2379.35,2428.1,38
3365633,PVRINOX,1458.0,1465.0,38
676609,PFIZER,5040.35,5000.0,37
5097729,DMART,3638.0,3644.3,36
4268801,BAJAJFINSV,1659.95,1725.0,34
3365633,PVRINOX,1458.0,1469.25,30
3785729,SPARC,211.51,209.7,30
4268801,BAJAJFINSV,1659.95,1664.9,29
3785729,SPARC,211.51,210.9,26
6386689,LTF,145.3,144.6,22
3785729,SPARC,211.51,213.55,22
4879617,MANAPPURAM,178.58,180.35,20
4879617,MANAPPURAM,178.58,185.0,20
1719809,SAPPHIRE,312.4,314.8,19
3691009,ASTRAL,1816.85,1829.9,19
300545,GNFC,614.0,620.1,18
3078145,ACI,685.4,689.0,18
462849,KAJARIACER,1162.15,1168.0,18
197633,DABUR,508.75,489.2,17
1199105,SONACOMS,631.75,626.85,17
1199105,SONACOMS,631.75,625.95,15
3712257,BALAMINES,2008.55,2002.25,15
815617,SKFINDIA,4848.55,4820.0,14
2964481,WESTLIFE,794.65,786.75,13
1152769,MPHASIS,3163.35,3187.8,13
1719809,SAPPHIRE,312.4,308.0,13
758529,SAIL,123.88,124.8,12
3712257,BALAMINES,2008.55,2000.0,12
12289,HAPPSTMNDS,745.0,749.1,12
2863105,IDFCFIRSTB,63.88,64.3,12
3712257,BALAMINES,2008.55,2009.2,11
245249,ESCORTS,3414.65,3440.15,11
6386689,LTF,145.3,140.2,10
912129,ADANIGREEN,1217.25,1220.0,10
1793,AARTIIND,433.7,438.0,10
4488705,MGL,1285.9,1284.4,10
2585345,GODREJCP,1110.9,1102.05,10
1215745,CONCOR,822.75,828.75,8
6191105,PIIND,4013.55,3920.0,8
1719809,SAPPHIRE,312.4,313.55,7
1793,AARTIIND,433.7,445.0,7
3460353,EMAMILTD,590.1,588.6,7
4610817,WHIRLPOOL,1915.85,1905.0,7
7670273,JUSTDIAL,1040.0,1047.7,6
175361,CHOLAFIN,1298.85,1310.0,6
2880769,WELSPUNLIV,170.79,171.25,6
108033,BHARATFORG,1338.65,1330.0,6
2622209,SYNGENE,862.6,860.25,6
3378433,GSPL,377.85,379.2,6
4488705,MGL,1285.9,1257.0,6
2880769,WELSPUNLIV,170.79,170.7,5
6191105,PIIND,4013.55,4011.15,5
3920129,IRB,58.2,58.25,5
6191105,PIIND,4013.55,4040.0,5
3460353,EMAMILTD,590.1,583.25,4
70401,AUROPHARMA,1188.65,1177.1,4
12289,HAPPSTMNDS,745.0,741.0,4
1076225,MOTHERSON,162.46,162.75,4
1442049,J&KBANK,101.78,102.65,3
470529,KARURVYSYA,234.97,232.75,3
6054401,MUTHOOTFIN,2097.15,2078.75,2
3817473,KPRMILL,1045.8,1053.0,1
3712257,BALAMINES,2008.55,1960.0,1
