token,symbol,ltp,level,taps
1394945,CHEMPLASTS,501.05,500.0,38
5097729,DMART,3632.0,3644.3,36
4268801,BAJAJFINSV,1662.8,1725.0,34
4268801,BAJAJFINSV,1662.8,1664.9,29
3785729,SPARC,211.37,210.9,26
6386689,LTF,145.08,144.6,22
462849,KAJARIACER,1166.05,1168.0,18
1199105,SONACOMS,629.0,626.85,17
3712257,BALAMINES,2004.7,2002.25,15
1199105,SONACOMS,629.0,625.95,15
12289,HAPPSTMNDS,743.75,749.1,12
3712257,BALAMINES,2004.7,2000.0,12
4589313,BAYERCROP,6156.0,6130.0,12
3712257,BALAMINES,2004.7,2009.2,11
6386689,LTF,145.08,140.2,10
4488705,MGL,1285.75,1284.4,10
1215745,CONCOR,825.3,828.75,8
6191105,PIIND,3999.95,3920.0,8
3460353,EMAMILTD,589.35,588.6,7
4610817,WHIRLPOOL,1914.5,1905.0,7
4488705,MGL,1285.75,1257.0,6
2622209,SYNGENE,862.1,860.25,6
2880769,WELSPUNLIV,171.2,171.25,6
3378433,GSPL,377.35,379.2,6
2880769,WELSPUNLIV,171.2,170.7,5
6191105,PIIND,3999.95,4011.15,5
6936321,SWANENERGY,767.55,764.4,5
1076225,MOTHERSON,162.6,162.75,4
3460353,EMAMILTD,589.35,583.25,4
12289,HAPPSTMNDS,743.75,741.0,4
6936321,SWANENERGY,767.55,782.25,2
3712257,BALAMINES,2004.7,1960.0,1
