token,symbol,ltp,level,taps
197633,DABUR,503.45,503.65,56
197633,DABUR,503.45,504.1,47
197633,DABUR,503.45,517.0,45
676609,PFIZER,5013.7,5000.0,37
356865,HINDUNILVR,2345.0,2350.0,36
3785729,SPARC,210.43,209.7,30
3785729,SPARC,210.43,210.9,26
122881,BIRLACORPN,1272.25,1268.0,20
462849,KAJARIACER,1165.6,1168.0,18
3078145,ACI,688.65,689.0,18
1199105,SONACOMS,629.6,626.85,17
197633,DABUR,503.45,489.2,17
3712257,BALAMINES,2001.0,2002.25,15
815617,SKFINDIA,4818.0,4820.0,14
1152769,MPHASIS,3172.1,3187.8,13
2964481,WESTLIFE,788.9,786.75,13
3712257,BALAMINES,2001.0,2000.0,12
12289,HAPPSTMNDS,743.0,749.1,12
3453697,JKLAKSHMI,848.75,850.0,12
3712257,BALAMINES,2001.0,2009.2,11
637185,ISEC,869.0,866.45,11
408065,INFY,1961.25,1953.9,11
1850113,MAPMYINDIA,1723.85,1716.45,11
2585345,GODREJCP,1104.35,1102.05,10
6191105,PIIND,4034.95,3920.0,8
519937,M&M,3020.9,3013.5,7
4610817,WHIRLPOOL,1899.8,1905.0,7
108033,BHARATFORG,1327.65,1330.0,6
2622209,SYNGENE,863.4,860.25,6
6191105,PIIND,4034.95,4040.0,5
2880769,WELSPUNLIV,169.95,170.7,5
3920129,IRB,58.39,58.25,5
12289,HAPPSTMNDS,743.0,741.0,4
70401,AUROPHARMA,1180.9,1177.1,4
6054401,MUTHOOTFIN,2076.85,2078.75,2
3712257,BALAMINES,2001.0,1960.0,1
