token,symbol,ltp,level,taps
197633,DABUR,506.65,503.65,55
197633,DABUR,506.65,504.1,47
197633,DABUR,506.65,517.0,45
1394945,CHEMPLASTS,498.7,500.0,38
3365633,PVRINOX,1459.65,1465.0,38
3691009,ASTRAL,1833.4,1898.45,38
356865,HINDUNILVR,2344.95,2350.0,36
119553,HDFCLIFE,626.55,605.9,36
4268801,BAJAJFINSV,1679.3,1725.0,34
871681,TATACHEM,1100.3,1110.85,33
119553,HDFCLIFE,626.55,620.6,32
1346049,INDUSINDBK,997.95,990.0,31
3365633,PVRINOX,1459.65,1469.25,30
4268801,BAJAJFINSV,1679.3,1664.9,29
794369,SHREECEM,27228.75,27049.0,27
3785729,SPARC,215.23,213.55,22
4268801,BAJAJFINSV,1679.3,1741.0,22
1510401,AXISBANK,1145.65,1151.85,21
4879617,MANAPPURAM,178.75,180.35,20
1459457,CUB,182.33,183.95,20
4879617,MANAPPURAM,178.75,185.0,20
895745,TATASTEEL,150.78,149.85,19
300545,GNFC,618.55,620.1,18
3691009,ASTRAL,1833.4,1829.9,18
67329,ATUL,7261.1,7225.0,18
462849,KAJARIACER,1178.8,1168.0,18
197633,DABUR,506.65,489.2,17
3484417,IRCTC,839.9,862.75,17
3078145,ACI,693.65,689.0,17
4589313,BAYERCROP,6257.35,6201.25,15
2396673,CAMPUS,295.6,296.5,15
3712257,BALAMINES,2008.9,2002.25,14
975873,ZEEL,134.67,134.65,14
4532225,QUESS,677.4,674.0,13
815617,SKFINDIA,4920.3,4930.0,13
1152769,MPHASIS,3190.35,3187.8,13
6988033,RTNINDIA,70.69,71.0,12
3712257,BALAMINES,2008.9,2009.2,11
3712257,BALAMINES,2008.9,2000.0,11
3484417,IRCTC,839.9,845.3,11
85761,BALKRISIND,2813.45,2795.5,10
2863105,IDFCFIRSTB,64.33,64.3,10
912129,ADANIGREEN,1217.95,1220.0,10
3406081,CENTURYPLY,852.65,849.5,10
4488705,MGL,1278.85,1284.4,10
3663105,INDIANB,577.65,573.75,10
12289,HAPPSTMNDS,749.1,749.1,10
2585345,GODREJCP,1111.1,1102.05,9
6483969,APLLTD,1046.0,1038.0,9
245249,ESCORTS,3438.45,3440.15,9
1215745,CONCOR,824.6,828.75,8
5105409,DEEPAKNTR,2679.6,2690.05,8
1793,AARTIIND,437.7,438.0,8
415745,IOC,141.48,140.8,8
6191105,PIIND,4051.7,3920.0,8
3378433,GSPL,381.1,379.2,7
1793,AARTIIND,437.7,445.0,7
5533185,ABCAPITAL,197.5,199.3,7
189185,COROMANDEL,1778.6,1789.0,7
2873089,UCOBANK,48.62,48.45,7
6191105,PIIND,4051.7,4040.0,6
4488705,MGL,1278.85,1257.0,5
2880769,WELSPUNLIV,169.37,170.7,5
3920129,IRB,58.14,58.25,5
579329,BANDHANBNK,170.51,169.15,4
12289,HAPPSTMNDS,749.1,741.0,4
6936321,SWANENERGY,764.15,764.4,4
78081,BAJAJHLDNG,11273.45,11350.0,3
6936321,SWANENERGY,764.15,782.25,2
5415425,ERIS,1512.9,1522.05,2
712449,JUBLINGREA,846.5,838.75,1
860929,SUPREMEIND,4847.65,4888.0,1
342017,HEG,546.95,548.6,1
784129,VEDL,522.0,523.65,1
806401,SIEMENS,7916.25,7968.7,1
806401,SIEMENS,7916.25,8129.9,1
4423425,BLS,477.55,474.4,1
3712257,BALAMINES,2008.9,1960.0,1
