token,symbol,ltp,level,taps
492033,KOTAKBANK,1753.95,1740.0,78
197633,DABUR,523.9,525.0,61
356865,HINDUNILVR,2479.15,2456.95,46
369153,SANOFI,6353.75,6233.85,43
1394945,CHEMPLASTS,495.4,500.0,37
2067201,DALBHARAT,1879.75,1873.3,36
5097729,DMART,3678.4,3644.3,36
4879617,MANAPPURAM,156.18,158.3,33
4879617,MANAPPURAM,156.18,156.1,32
4589313,BAYERCROP,5887.7,5875.0,30
2713345,GUJGASLTD,480.5,478.05,26
1346049,INDUSINDBK,990.95,990.0,25
794369,SHREECEM,26784.0,27049.0,24
4752385,LTTS,5276.9,5295.0,22
12289,HAPPSTMNDS,770.4,798.2,21
6386689,LTF,143.72,144.6,20
369153,SANOFI,6353.75,6333.95,20
7707649,ABFRL,322.2,322.0,20
122881,BIRLACORPN,1256.3,1268.0,19
3649281,REDINGTON,201.51,202.3,19
958465,FINEORG,5188.45,5125.0,19
126721,BLUEDART,7469.65,7500.0,19
12289,HAPPSTMNDS,770.4,785.6,19
958465,FINEORG,5188.45,5120.0,17
7707649,ABFRL,322.2,318.7,17
3612417,NETWORK18,79.05,78.4,16
3689729,PAGEIND,45864.95,45600.0,16
958465,FINEORG,5188.45,5164.9,16
3898369,UJJIVANSFB,34.53,34.4,16
3691009,ASTRAL,1816.3,1829.9,15
126721,BLUEDART,7469.65,7480.0,15
2953217,TCS,4276.65,4254.75,15
3453697,JKLAKSHMI,812.75,816.0,14
3612417,NETWORK18,79.05,77.2,14
4708097,RBLBANK,155.96,155.6,13
738561,RELIANCE,1309.15,1311.3,13
2919169,POONAWALLA,344.3,343.8,12
126721,BLUEDART,7469.65,7644.55,12
1252353,SAREGAMA,520.05,516.15,11
738561,RELIANCE,1309.15,1313.0,11
3689729,PAGEIND,45864.95,46737.7,11
177665,CIPLA,1507.7,1519.0,11
6483969,APLLTD,1102.95,1094.0,11
637185,ISEC,872.85,866.45,10
6386689,LTF,143.72,140.2,10
3406081,CENTURYPLY,742.6,749.0,10
3406081,CENTURYPLY,742.6,712.9,10
4632577,JUBLFOOD,651.9,652.35,9
738561,RELIANCE,1309.15,1361.25,9
4708097,RBLBANK,155.96,156.1,9
85761,BALKRISIND,2814.95,2795.5,9
969473,WIPRO,584.55,579.9,9
738561,RELIANCE,1309.15,1361.2,9
2919169,POONAWALLA,344.3,338.0,9
424961,ITC,477.2,481.45,9
1793,AARTIIND,443.95,438.0,8
2863105,IDFCFIRSTB,64.39,64.3,8
1292545,CLEAN,1277.25,1280.0,8
12289,HAPPSTMNDS,770.4,763.25,8
2730497,PNB,105.0,104.2,8
3649281,REDINGTON,201.51,196.0,7
4378881,SUMICHEM,542.95,540.8,7
4592385,HINDCOPPER,276.75,277.9,7
3812865,CENTRALBK,55.48,56.0,7
2455041,POLYCAB,7351.95,7331.45,6
1215745,CONCOR,835.9,828.75,6
731905,RAYMOND,1624.7,1635.3,6
4488705,MGL,1236.5,1246.2,6
1793,AARTIIND,443.95,445.0,5
1813249,STARHEALTH,467.45,481.55,5
4834049,SJVN,113.81,114.55,5
193793,CRISIL,5281.05,5268.5,4
416513,LINDEINDIA,6970.9,7030.0,4
519937,M&M,3016.4,3013.5,4
189185,COROMANDEL,1775.85,1789.0,3
1552897,ATGL,772.55,774.95,3
579329,BANDHANBNK,170.79,169.15,2
1813249,STARHEALTH,467.45,469.05,2
102145,NIACL,195.41,197.0,2
341249,HDFCBANK,1804.7,1794.0,1
5420545,CDSL,1665.05,1664.4,1
1292545,CLEAN,1277.25,1227.1,1
2622209,SYNGENE,947.8,945.25,1
