token,symbol,ltp,level,taps
492033,KOTAKBANK,1757.5,1740.0,79
197633,DABUR,522.8,525.0,60
356865,HINDUNILVR,2464.5,2393.0,51
356865,HINDUNILVR,2464.5,2456.95,49
369153,SANOFI,6310.1,6233.85,42
119553,HDFCLIFE,650.25,647.6,41
356865,HINDUNILVR,2464.5,2442.9,39
3691009,ASTRAL,1836.5,1898.45,38
81153,BAJFINANCE,6740.0,6801.0,33
4589313,BAYERCROP,6096.05,5875.0,31
1346049,INDUSINDBK,998.85,990.0,29
121345,3MINDIA,31000.05,31000.0,27
815617,SKFINDIA,5137.95,5175.0,27
5097729,DMART,3850.1,3881.25,25
119553,HDFCLIFE,650.25,657.1,24
2402561,PNCINFRA,304.7,305.3,24
2452737,METROPOLIS,2105.0,2109.0,24
3365633,PVRINOX,1597.7,1591.9,23
4752385,LTTS,5300.85,5295.0,22
462849,KAJARIACER,1212.85,1212.0,22
119553,HDFCLIFE,650.25,656.0,22
958465,FINEORG,5150.4,5125.0,21
126721,BLUEDART,7528.35,7500.0,21
369153,SANOFI,6310.1,6333.95,20
2060801,MAHLIFE,510.75,515.6,20
2031617,AVANTIFEED,599.25,598.5,20
2060801,MAHLIFE,510.75,515.15,19
958465,FINEORG,5150.4,5164.9,18
1459457,CUB,184.88,183.95,18
2479361,TRIDENT,34.71,34.9,18
3691009,ASTRAL,1836.5,1829.9,17
958465,FINEORG,5150.4,5120.0,17
3689729,PAGEIND,45933.35,45600.0,17
126721,BLUEDART,7528.35,7480.0,16
2396673,CAMPUS,298.15,296.5,15
947969,VIPIND,503.85,505.65,15
738561,RELIANCE,1308.95,1311.3,15
1252353,SAREGAMA,520.75,516.15,14
4524801,ALOKINDS,23.13,23.3,13
126721,BLUEDART,7528.35,7644.55,12
738561,RELIANCE,1308.95,1313.0,12
3689729,PAGEIND,45933.35,46737.7,11
1292545,CLEAN,1287.15,1280.0,11
4589313,BAYERCROP,6096.05,6130.0,11
122881,BIRLACORPN,848.95,843.15,10
359937,HINDPETRO,387.65,385.55,9
738561,RELIANCE,1308.95,1361.25,9
738561,RELIANCE,1308.95,1361.2,9
4843777,VBL,618.9,624.8,9
12289,HAPPSTMNDS,749.5,749.1,9
4378881,SUMICHEM,544.05,540.8,9
4488705,MGL,1260.8,1284.4,8
1793,AARTIIND,447.1,438.0,8
526337,HOMEFIRST,1058.55,1061.0,8
5105409,DEEPAKNTR,2694.2,2690.05,7
2912513,MAHABANK,58.92,59.0,7
415745,IOC,139.86,140.8,7
245249,ESCORTS,3451.25,3440.15,7
987393,VARROC,519.6,524.0,7
5533185,ABCAPITAL,198.92,199.3,7
1793,AARTIIND,447.1,445.0,7
3397121,JKCEMENT,4632.55,4575.0,7
2455041,POLYCAB,7300.1,7331.45,6
962817,RITES,287.85,287.75,6
4610817,WHIRLPOOL,1909.9,1905.0,6
2393089,IOB,58.97,58.6,6
3397121,JKCEMENT,4632.55,4599.95,6
519937,M&M,3031.75,3013.5,5
4488705,MGL,1260.8,1257.0,5
731905,RAYMOND,1623.8,1635.3,5
1076225,MOTHERSON,162.48,162.75,4
12289,HAPPSTMNDS,749.5,741.0,4
4840449,PNBHOUSING,914.25,913.7,3
1813249,STARHEALTH,490.95,491.35,2
