token,symbol,ltp,level,taps
197633,DABUR,527.65,525.0,61
794369,SHREECEM,26102.95,25550.0,48
794369,SHREECEM,26102.95,25725.05,48
794369,SHREECEM,26102.95,26340.0,43
369153,SANOFI,6292.0,6233.85,43
119553,HDFCLIFE,658.15,647.6,40
4488705,MGL,1188.9,1180.35,40
1394945,CHEMPLASTS,497.45,500.0,37
4879617,MANAPPURAM,156.25,158.3,33
4879617,MANAPPURAM,156.25,156.1,32
3785729,SPARC,211.1,209.7,31
871681,TATACHEM,1112.05,1110.85,30
2479361,TRIDENT,33.8,33.5,30
2259969,GAEL,124.39,125.0,29
2911489,BIOCON,364.8,363.25,26
2713345,GUJGASLTD,479.45,478.05,26
4589313,BAYERCROP,5688.4,5667.75,25
1346049,INDUSINDBK,996.0,990.0,25
3785729,SPARC,211.1,210.9,25
4600577,SBICARD,700.65,695.55,24
103425,BERGEPAINT,494.35,497.5,23
2031617,AVANTIFEED,587.1,564.0,22
119553,HDFCLIFE,658.15,656.0,22
119553,HDFCLIFE,658.15,657.1,22
4752385,LTTS,5291.0,5295.0,22
462849,KAJARIACER,1211.45,1212.0,21
369153,SANOFI,6292.0,6333.95,20
2911489,BIOCON,364.8,370.15,19
3649281,REDINGTON,197.7,202.3,19
126721,BLUEDART,7562.7,7500.0,19
2479361,TRIDENT,33.8,34.9,17
163073,CHAMBLFERT,514.05,516.0,17
225537,DRREDDY,1203.4,1197.95,16
2953217,TCS,4275.0,4254.75,15
3406081,CENTURYPLY,725.0,710.0,14
67329,ATUL,7290.45,7225.0,14
4632577,JUBLFOOD,645.9,643.1,13
4708097,RBLBANK,154.69,155.6,13
2031617,AVANTIFEED,587.1,587.0,13
543745,MASTEK,3168.0,3082.1,12
40193,APOLLOHOSP,6847.6,6874.45,12
3406081,CENTURYPLY,725.0,722.1,12
947969,VIPIND,515.95,519.5,12
815617,SKFINDIA,4977.6,4930.0,11
6483969,APLLTD,1094.0,1094.0,11
1745409,LATENTVIEW,448.05,444.0,10
1790465,BSOFT,591.2,585.85,10
637185,ISEC,872.45,866.45,10
3912449,KNRCON,326.85,329.85,10
341249,HDFCBANK,1791.0,1721.4,10
4708097,RBLBANK,154.69,156.1,9
4632577,JUBLFOOD,645.9,652.35,9
424961,ITC,477.55,481.45,9
969473,WIPRO,578.5,579.9,9
36865,GODREJAGRO,750.1,746.8,9
85761,BALKRISIND,2784.35,2795.5,9
1793,AARTIIND,449.3,438.0,8
2076161,AWL,315.3,320.1,8
1292545,CLEAN,1291.0,1280.0,8
2863105,IDFCFIRSTB,64.22,64.3,8
2730497,PNB,105.18,104.2,8
4843777,VBL,622.6,624.8,8
6191105,PIIND,4068.5,3920.0,8
3649281,REDINGTON,197.7,196.0,7
3812865,CENTRALBK,56.18,56.0,7
359937,HINDPETRO,382.8,385.55,7
4592385,HINDCOPPER,275.3,277.9,7
3520001,FLUOROCHEM,3949.1,3920.0,6
3663105,INDIANB,573.75,573.75,6
4600577,SBICARD,700.65,678.9,6
1215745,CONCOR,827.35,828.75,6
2455041,POLYCAB,7303.85,7331.45,6
731905,RAYMOND,1629.1,1635.3,6
2076161,AWL,315.3,315.5,6
1793,AARTIIND,449.3,445.0,5
2995969,ALKEM,5633.95,5578.8,5
543745,MASTEK,3168.0,3145.0,5
2995969,ALKEM,5633.95,5520.0,5
4834049,SJVN,115.09,114.55,5
1813249,STARHEALTH,470.15,481.55,5
987393,VARROC,519.25,524.0,5
1883649,DATAPATTNS,2469.5,2485.0,4
189185,COROMANDEL,1794.7,1789.0,3
2615553,ADANIENSOL,857.85,863.0,3
1076225,MOTHERSON,162.59,162.75,3
5728513,MAXHEALTH,979.9,979.9,3
108033,BHARATFORG,1335.85,1330.0,3
2883073,IGL,322.0,321.0,3
1813249,STARHEALTH,470.15,469.05,2
579329,BANDHANBNK,168.56,169.15,2
6988033,RTNINDIA,65.54,65.9,2
6191105,PIIND,4068.5,4040.0,2
87553,CAMS,4917.1,4910.0,2
341249,HDFCBANK,1791.0,1794.0,1
2622209,SYNGENE,941.5,945.25,1
