token,symbol,ltp,level,taps
492033,KOTAKBANK,1736.95,1740.0,78
197633,DABUR,505.15,503.65,52
197633,DABUR,505.15,504.1,45
197633,DABUR,505.15,517.0,43
4488705,MGL,1117.7,1112.2,29
2953217,TCS,4061.5,3989.9,22
81153,BAJFINANCE,6476.9,6492.6,19
2031617,AVANTIFEED,599.25,598.5,18
197633,DABUR,505.15,489.2,17
4532225,QUESS,641.0,638.2,17
1376769,ASAHIINDIA,653.1,637.45,15
225537,DRREDDY,1193.25,1197.95,14
3378433,GSPL,331.45,332.4,14
67329,ATUL,7253.25,7225.0,13
3817473,KPRMILL,932.1,928.15,11
1850113,MAPMYINDIA,1594.6,1600.0,10
3912449,KNRCON,305.65,305.5,9
7977729,RHIM,504.5,504.25,9
637185,ISEC,838.1,838.0,9
7670273,JUSTDIAL,1052.3,1051.0,9
32769,ROUTE,1396.0,1395.0,9
1292545,CLEAN,1286.2,1280.0,8
1376769,ASAHIINDIA,653.1,651.0,8
6483969,APLLTD,1040.4,1038.0,8
2953217,TCS,4061.5,4043.0,8
7670273,JUSTDIAL,1052.3,1047.7,6
245249,ESCORTS,3447.25,3440.15,6
2995969,ALKEM,5586.35,5520.0,5
1152769,MPHASIS,2784.2,2782.6,5
2995969,ALKEM,5586.35,5578.8,4
85761,BALKRISIND,2737.35,2723.8,4
377857,IDBI,76.14,76.2,3
1195009,BANKBARODA,229.45,228.85,3
2426881,LICI,883.95,880.05,2
377857,IDBI,76.14,74.75,1
2478849,KPITTECH,1292.25,1293.05,1
