token,symbol,ltp,level,taps
3691009,ASTRAL,1836.5,1898.45,38
676609,PFIZER,4996.5,5000.0,37
5097729,DMART,3639.5,3644.3,36
4268801,BAJAJFINSV,1670.2,1725.0,34
3365633,PVRINOX,1474.2,1469.25,30
4268801,BAJAJFINSV,1670.2,1664.9,29
2745857,INDIAMART,2392.8,2393.35,23
1510401,AXISBANK,1146.8,1151.85,20
1719809,SAPPHIRE,313.4,314.8,19
3691009,ASTRAL,1836.5,1829.9,19
300545,GNFC,619.75,620.1,18
1199105,SONACOMS,623.0,625.95,16
4589313,BAYERCROP,6214.35,6201.25,15
3712257,BALAMINES,2004.55,2002.25,14
2883073,IGL,396.6,397.15,14
1719809,SAPPHIRE,313.4,308.0,13
4532225,QUESS,675.0,674.0,13
2863105,IDFCFIRSTB,64.2,64.3,12
12289,HAPPSTMNDS,746.15,749.1,12
3712257,BALAMINES,2004.55,2009.2,11
3712257,BALAMINES,2004.55,2000.0,11
245249,ESCORTS,3430.95,3440.15,11
912129,ADANIGREEN,1187.2,1184.85,11
416513,LINDEINDIA,6765.75,6790.0,10
4488705,MGL,1289.65,1284.4,10
5105409,DEEPAKNTR,2678.45,2690.05,8
1719809,SAPPHIRE,313.4,313.55,7
4610817,WHIRLPOOL,1901.7,1905.0,7
2622209,SYNGENE,856.5,860.25,6
3378433,GSPL,377.4,379.2,6
4488705,MGL,1289.65,1257.0,6
3431425,SUNTV,734.5,734.9,5
558337,BOSCHLTD,36550.0,36678.0,5
579329,BANDHANBNK,169.22,169.15,5
3080193,FIVESTAR,670.6,671.0,4
12289,HAPPSTMNDS,746.15,741.0,4
1442049,J&KBANK,102.59,102.65,3
806401,SIEMENS,7981.55,7968.7,2
806401,SIEMENS,7981.55,8129.9,1
4423425,BLS,474.15,474.4,1
3817473,KPRMILL,1053.8,1053.0,1
3712257,BALAMINES,2004.55,1960.0,1
