stocks,levels
NATIONALUM,"{""39.6"": 2, ""48.0"": 3, ""40.7"": 4, ""40.9"": 3, ""48.75"": 4, ""24.4"": 1, ""26.6"": 1, ""35.35"": 10, ""26.75"": 1, ""29.3"": 4, ""37.5"": 7, ""32.05"": 3, ""40.05"": 6, ""29.95"": 5, ""29.1"": 5, ""45.0"": 13, ""37.35"": 6, ""50.0"": 3, ""43.1"": 17, ""64.0"": 2, ""50.7"": 4, ""61.75"": 2, ""52.75"": 1, ""82.1"": 25, ""65.05"": 2, ""97.45"": 15, ""71.25"": 16, ""102.45"": 10, ""85.2"": 13, ""127.95"": 4, ""95.1"": 21, ""104.4"": 9, ""86.3"": 4, ""115.25"": 7, ""99.1"": 16, ""128.25"": 4, ""108.85"": 7, ""132.7"": 5, ""112.5"": 7, ""132.4"": 1, ""86.75"": 6, ""66.95"": 12, ""83.45"": 19, ""75.95"": 14, ""83.8"": 27, ""73.6"": 7, ""68.05"": 5, ""81.15"": 18, ""69.8"": 12, ""86.55"": 4, ""75.65"": 10, ""85.8"": 7, ""75.7"": 10, ""85.0"": 16, ""79.2"": 28, ""87.0"": 6, ""80.65"": 15, ""97.6"": 13, ""86.2"": 7, ""106.35"": 5, ""91.85"": 12, ""102.25"": 9, ""88.6"": 11, ""95.3"": 19, ""121.85"": 10, ""169.3"": 4, ""137.35"": 2, ""170.45"": 2, ""130.25"": 2, ""168.75"": 3, ""206.3"": 3, ""147.15"": 4, ""180.76"": 5, ""209.0"": 1, ""163.16"": 3, ""187.0"": 12, ""168.02"": 2, ""262.99"": 1}"
MUTHOOTFIN,"{""631.55"": 1, ""718.65"": 1, ""647.5"": 3, ""737.25"": 2, ""660.8"": 4, ""796.4"": 1, ""732.75"": 4, ""954.5"": 9, ""476.8"": 1, ""875.0"": 4, ""1284.0"": 26, ""1064.4"": 22, ""1405.75"": 15, ""1091.0"": 20, ""1000.0"": 16, ""1136.5"": 19, ""1298.0"": 27, ""1108.65"": 20, ""1138.6"": 22, ""1311.05"": 27, ""1090.0"": 16, ""1361.6"": 26, ""1265.0"": 26, ""1121.0"": 27, ""1550.0"": 15, ""1638.85"": 6, ""1402.4"": 11, ""1564.95"": 18, ""1432.0"": 9, ""1612.0"": 3, ""1450.9"": 16, ""1721.95"": 7, ""1390.0"": 9, ""1381.0"": 15, ""1559.95"": 17, ""1291.15"": 33, ""1448.0"": 19, ""1277.0"": 33, ""1384.0"": 8, ""1026.7"": 27, ""960.4"": 10, ""1091.6"": 21, ""1213.95"": 23, ""1009.3"": 8, ""950.2"": 4, ""1074.4"": 17, ""1007.45"": 10, ""1141.0"": 23, ""1158.75"": 21, ""1023.35"": 25, ""911.25"": 5, ""1078.3"": 25, ""1003.25"": 10, ""1143.7"": 22, ""1379.95"": 19, ""1225.0"": 15, ""1339.0"": 28, ""1182.35"": 24, ""1216.0"": 26, ""1507.95"": 19, ""1420.0"": 13, ""1537.35"": 19, ""1445.45"": 22, ""1261.9"": 26, ""1527.0"": 23, ""1753.9"": 6, ""1509.7"": 19, ""1810.95"": 11, ""1579.1"": 7, ""1702.05"": 10, ""1664.6"": 11, ""2078.75"": 1, ""1868.05"": 5, ""2003.0"": 10, ""1756.05"": 8}"
SWANENERGY,"{""101.3"": 25, ""109.0"": 8, ""129.9"": 29, ""109.1"": 8, ""154.45"": 2, ""114.0"": 3, ""86.0"": 1, ""119.1"": 7, ""90.0"": 1, ""152.05"": 1, ""125.0"": 16, ""160.0"": 3, ""108.0"": 5, ""148.75"": 10, ""130.0"": 30, ""157.0"": 2, ""118.45"": 8, ""140.0"": 40, ""122.2"": 6, ""126.55"": 11, ""152.4"": 3, ""130.35"": 38, ""141.0"": 25, ""126.15"": 25, ""148.0"": 15, ""151.45"": 2, ""137.25"": 14, ""175.85"": 4, ""119.15"": 9, ""153.7"": 2, ""125.15"": 10, ""137.5"": 20, ""124.1"": 10, ""113.7"": 7, ""157.4"": 5, ""121.3"": 7, ""188.0"": 4, ""160.75"": 6, ""182.85"": 4, ""150.25"": 7, ""200.0"": 5, ""174.45"": 3, ""336.9"": 1, ""255.15"": 5, ""180.5"": 2, ""225.9"": 10, ""198.05"": 4, ""248.0"": 8, ""203.0"": 9, ""379.0"": 1, ""247.85"": 7, ""305.95"": 8, ""192.65"": 5, ""227.8"": 14, ""208.05"": 12, ""246.9"": 6, ""260.5"": 5, ""218.55"": 9, ""232.7"": 8, ""283.85"": 11, ""214.25"": 18, ""317.7"": 3, ""273.05"": 9, ""342.8"": 1, ""282.25"": 8, ""463.8"": 3, ""413.0"": 2, ""782.25"": 2, ""437.1"": 2, ""687.0"": 14, ""503.25"": 4, ""648.0"": 7, ""539.0"": 5, ""670.0"": 12, ""583.6"": 9, ""747.7"": 3, ""650.7"": 7, ""764.4"": 4, ""718.85"": 5, ""455.7"": 2, ""477.0"": 1}"
GODREJIND,"{""459.0"": 23, ""400.55"": 11, ""458.7"": 21, ""398.4"": 8, ""443.1"": 30, ""430.6"": 53, ""233.4"": 1, ""429.0"": 33, ""345.0"": 2, ""479.0"": 23, ""380.0"": 17, ""352.0"": 4, ""483.35"": 20, ""375.0"": 7, ""453.0"": 25, ""413.05"": 23, ""468.6"": 23, ""426.6"": 37, ""554.5"": 30, ""501.0"": 11, ""491.55"": 19, ""611.55"": 10, ""520.35"": 13, ""597.0"": 5, ""534.0"": 11, ""617.65"": 15, ""540.85"": 17, ""586.0"": 6, ""600.8"": 9, ""537.2"": 14, ""594.65"": 9, ""555.05"": 26, ""652.0"": 3, ""541.1"": 15, ""662.0"": 7, ""465.0"": 21, ""451.2"": 18, ""515.0"": 14, ""426.2"": 34, ""550.0"": 17, ""405.0"": 22, ""465.65"": 28, ""435.0"": 52, ""504.0"": 16, ""424.0"": 46, ""401.45"": 19, ""489.05"": 18, ""420.7"": 38, ""416.9"": 22, ""457.05"": 16, ""413.1"": 23, ""443.4"": 41, ""395.0"": 10, ""461.0"": 14, ""523.4"": 15, ""468.5"": 23, ""600.05"": 5, ""733.7"": 1, ""602.4"": 7, ""691.0"": 2, ""642.55"": 11, ""903.55"": 10, ""911.95"": 6, ""776.2"": 5, ""830.0"": 8, ""724.2"": 2, ""895.8"": 6, ""990.0"": 2, ""863.75"": 8, ""725.0"": 2, ""928.15"": 2, ""856.4"": 8, ""966.75"": 2, ""1314.0"": 1, ""1269.0"": 1, ""973.5"": 1, ""921.0"": 4}"
AEGISLOG,"{""183.85"": 26, ""203.5"": 18, ""168.0"": 10, ""267.05"": 10, ""107.25"": 1, ""185.9"": 11, ""158.75"": 1, ""212.0"": 23, ""170.55"": 9, ""217.8"": 31, ""224.3"": 19, ""259.0"": 10, ""200.1"": 16, ""275.3"": 13, ""226.05"": 20, ""318.95"": 11, ""275.2"": 13, ""341.0"": 14, ""273.25"": 12, ""312.7"": 11, ""275.95"": 14, ""387.9"": 19, ""336.25"": 8, ""386.0"": 18, ""259.05"": 11, ""247.0"": 6, ""205.05"": 28, ""191.75"": 19, ""251.0"": 8, ""209.8"": 39, ""238.7"": 13, ""197.25"": 7, ""167.25"": 6, ""248.0"": 8, ""187.0"": 8, ""228.4"": 17, ""236.9"": 11, ""197.55"": 10, ""291.0"": 10, ""246.6"": 4, ""303.55"": 13, ""254.3"": 6, ""373.75"": 18, ""314.65"": 12, ""330.35"": 12, ""388.8"": 14, ""401.85"": 2, ""352.2"": 27, ""405.0"": 3, ""410.5"": 2, ""308.6"": 7, ""387.15"": 12, ""348.3"": 23, ""280.0"": 18, ""397.1"": 11, ""330.4"": 13, ""361.1"": 27, ""471.9"": 4, ""357.05"": 25, ""707.45"": 2, ""970.0"": 1, ""916.25"": 2, ""712.0"": 2, ""735.25"": 12, ""868.0"": 2, ""647.8"": 2, ""920.0"": 2}"
HINDALCO,"{""195.55"": 9, ""207.3"": 6, ""187.05"": 9, ""221.2"": 1, ""180.3"": 5, ""84.9"": 2, ""132.2"": 1, ""114.3"": 4, ""143.3"": 6, ""170.5"": 7, ""203.15"": 8, ""154.4"": 5, ""165.3"": 5, ""255.95"": 2, ""227.0"": 3, ""275.4"": 2, ""224.55"": 1, ""361.3"": 6, ""305.4"": 2, ""427.5"": 27, ""359.8"": 5, ""474.0"": 31, ""399.5"": 20, ""438.8"": 24, ""551.85"": 4, ""407.1"": 19, ""474.65"": 33, ""553.85"": 3, ""501.55"": 11, ""636.0"": 7, ""384.95"": 12, ""308.95"": 2, ""446.5"": 18, ""447.9"": 25, ""358.8"": 4, ""416.5"": 28, ""483.85"": 20, ""427.6"": 24, ""504.0"": 8, ""381.0"": 12, ""449.9"": 23, ""397.8"": 10, ""433.25"": 32, ""407.45"": 23, ""471.55"": 19, ""438.15"": 22, ""508.9"": 10, ""464.45"": 31, ""494.8"": 14, ""448.75"": 17, ""620.5"": 9, ""537.6"": 11, ""608.95"": 10, ""496.35"": 12, ""661.6"": 11, ""715.25"": 5, ""594.25"": 6, ""712.1"": 4, ""608.0"": 10, ""712.95"": 6, ""645.4"": 3, ""772.65"": 1, ""765.45"": 3, ""622.55"": 7}"
PHOENIXLTD,"{""375.0"": 15, ""347.3"": 12, ""398.5"": 12, ""450.0"": 9, ""402.65"": 14, ""489.5"": 18, ""241.5"": 2, ""241.2"": 2, ""232.5"": 1, ""352.5"": 11, ""272.65"": 6, ""369.0"": 9, ""270.85"": 10, ""276.9"": 5, ""274.0"": 3, ""400.0"": 16, ""350.8"": 8, ""426.9"": 20, ""350.5"": 10, ""435.55"": 25, ""376.0"": 16, ""326.4"": 7, ""411.9"": 18, ""335.8"": 3, ""407.25"": 15, ""354.1"": 10, ""444.45"": 12, ""447.5"": 8, ""402.5"": 12, ""459.2"": 5, ""396.7"": 12, ""462.75"": 1, ""413.6"": 13, ""515.0"": 13, ""445.0"": 12, ""597.5"": 5, ""446.2"": 6, ""548.75"": 5, ""524.0"": 6, ""447.45"": 8, ""442.5"": 18, ""477.7"": 15, ""577.6"": 1, ""599.35"": 2, ""494.9"": 12, ""593.4"": 5, ""724.5"": 18, ""650.65"": 14, ""669.0"": 18, ""812.0"": 5, ""754.8"": 6, ""631.9"": 8, ""728.45"": 16, ""662.5"": 14, ""729.0"": 16, ""636.5"": 5, ""714.4"": 21, ""593.2"": 5, ""677.5"": 10, ""630.9"": 7, ""695.05"": 23, ""822.4"": 3, ""758.0"": 6, ""898.9"": 8, ""955.0"": 2, ""865.0"": 6, ""1030.0"": 4, ""864.0"": 6, ""1219.0"": 2, ""1071.0"": 1, ""1337.2"": 4, ""1135.05"": 4, ""1471.0"": 7, ""1485.8"": 3, ""1215.4"": 2, ""1632.5"": 3, ""1387.5"": 6, ""1972.5"": 3, ""2068.5"": 1, ""1558.5"": 7, ""1919.0"": 3, ""1645.2"": 5, ""1968.0"": 2, ""1560.0"": 8, ""1338.05"": 5}"
VEDL,"{""121.0"": 6, ""94.55"": 1, ""124.1"": 1, ""90.85"": 2, ""18.2"": 1, ""55.95"": 3, ""80.6"": 3, ""99.5"": 8, ""50.15"": 2, ""49.2"": 2, ""147.75"": 1, ""118.3"": 8, ""202.9"": 8, ""167.75"": 2, ""254.3"": 11, ""221.75"": 18, ""240.75"": 36, ""200.5"": 4, ""213.0"": 11, ""299.45"": 7, ""219.0"": 11, ""275.25"": 23, ""240.95"": 37, ""343.9"": 3, ""248.3"": 16, ""331.2"": 7, ""319.65"": 6, ""273.65"": 26, ""315.4"": 6, ""265.2"": 21, ""343.85"": 3, ""293.7"": 8, ""359.0"": 2, ""311.8"": 5, ""398.75"": 3, ""237.55"": 52, ""164.0"": 1, ""233.0"": 30, ""278.9"": 13, ""213.2"": 12, ""263.5"": 11, ""282.6"": 14, ""253.0"": 19, ""280.2"": 13, ""239.8"": 38, ""298.75"": 8, ""219.95"": 16, ""224.0"": 14, ""226.5"": 19, ""258.95"": 7, ""242.35"": 28, ""232.3"": 19, ""244.4"": 13, ""204.55"": 4, ""166.0"": 4, ""169.2"": 1, ""205.5"": 6, ""188.75"": 12, ""247.05"": 10, ""219.65"": 11, ""254.85"": 8, ""258.25"": 11, ""218.5"": 9, ""475.75"": 3, ""346.3"": 3, ""406.05"": 5, ""459.6"": 7, ""384.25"": 7, ""424.55"": 10, ""523.65"": 1, ""449.05"": 15, ""430.25"": 11}"
CROMPTON,"{""269.0"": 14, ""242.05"": 13, ""268.2"": 8, ""240.45"": 17, ""235.9"": 6, ""301.45"": 30, ""177.3"": 1, ""200.3"": 2, ""239.65"": 9, ""196.55"": 1, ""247.75"": 15, ""238.0"": 9, ""249.0"": 10, ""300.5"": 35, ""329.0"": 11, ""393.65"": 28, ""456.0"": 16, ""371.25"": 27, ""421.25"": 18, ""358.05"": 14, ""405.0"": 31, ""350.35"": 11, ""408.4"": 36, ""443.5"": 15, ""496.7"": 4, ""498.85"": 1, ""432.7"": 24, ""512.8"": 1, ""461.0"": 18, ""435.1"": 22, ""493.2"": 3, ""402.5"": 24, ""451.95"": 17, ""354.4"": 10, ""431.45"": 23, ""363.1"": 13, ""323.5"": 5, ""378.6"": 28, ""312.0"": 8, ""405.8"": 26, ""425.0"": 16, ""429.0"": 26, ""350.6"": 9, ""376.5"": 28, ""295.15"": 39, ""291.35"": 36, ""316.95"": 9, ""278.0"": 16, ""302.85"": 60, ""251.0"": 8, ""252.1"": 16, ""297.75"": 32, ""301.4"": 31, ""281.15"": 24, ""291.85"": 43, ""275.3"": 16, ""287.15"": 31, ""327.95"": 8, ""277.1"": 13, ""261.25"": 15, ""410.0"": 32, ""358.0"": 16, ""436.5"": 29, ""403.95"": 27, ""470.7"": 21, ""415.05"": 31, ""484.0"": 8, ""412.9"": 26, ""369.8"": 19}"
SUZLON,"{""2.65"": 30, ""2.9"": 16, ""1.65"": 6, ""3.2"": 17, ""1.95"": 13, ""2.75"": 21, ""1.55"": 1, ""2.1"": 26, ""5.55"": 42, ""3.85"": 2, ""3.45"": 8, ""2.5"": 24, ""3.75"": 5, ""3.5"": 5, ""7.75"": 13, ""5.3"": 13, ""4.5"": 7, ""4.05"": 12, ""5.85"": 19, ""7.0"": 23, ""8.7"": 36, ""5.25"": 17, ""7.3"": 12, ""6.0"": 54, ""6.8"": 42, ""6.05"": 19, ""12.05"": 1, ""7.95"": 25, ""8.2"": 36, ""11.35"": 2, ""9.4"": 4, ""5.4"": 11, ""10.75"": 7, ""6.6"": 24, ""9.6"": 11, ""7.8"": 15, ""12.15"": 1, ""8.9"": 22, ""6.95"": 11, ""15.75"": 2, ""27.05"": 4, ""21.7"": 1, ""44.0"": 7, ""33.9"": 1, ""50.6"": 2, ""35.5"": 2, ""44.6"": 4, ""38.6"": 9, ""37.9"": 6, ""56.49"": 1, ""53.5"": 3, ""84.29"": 3, ""72.5"": 4, ""86.04"": 1, ""53.45"": 5}"
