stocks,levels
HINDALCO,"{""195.55"": 9, ""207.3"": 6, ""187.05"": 9, ""221.2"": 1, ""180.3"": 5, ""84.9"": 2, ""132.2"": 1, ""114.3"": 4, ""143.3"": 6, ""170.5"": 7, ""203.15"": 8, ""154.4"": 5, ""165.3"": 5, ""255.95"": 2, ""227.0"": 3, ""275.4"": 2, ""224.55"": 1, ""361.3"": 6, ""305.4"": 2, ""427.5"": 27, ""359.8"": 5, ""474.0"": 31, ""399.5"": 20, ""438.8"": 24, ""551.85"": 4, ""407.1"": 19, ""474.65"": 33, ""553.85"": 3, ""501.55"": 11, ""636.0"": 8, ""384.95"": 12, ""308.95"": 2, ""446.5"": 18, ""447.9"": 25, ""358.8"": 4, ""416.5"": 28, ""483.85"": 20, ""427.6"": 24, ""504.0"": 8, ""381.0"": 12, ""449.9"": 23, ""397.8"": 10, ""433.25"": 32, ""407.45"": 23, ""471.55"": 19, ""438.15"": 22, ""508.9"": 10, ""464.45"": 31, ""494.8"": 14, ""448.75"": 17, ""620.5"": 12, ""537.6"": 11, ""608.95"": 12, ""496.35"": 12, ""661.6"": 12, ""715.25"": 5, ""594.25"": 12, ""712.1"": 4, ""608.0"": 13, ""712.95"": 6, ""645.4"": 3, ""772.65"": 1, ""765.45"": 3, ""622.55"": 9, ""679.8"": 14, ""562.0"": 7, ""628.35"": 9}"
HINDCOPPER,"{""44.7"": 5, ""36.9"": 13, ""42.9"": 3, ""36.0"": 6, ""51.0"": 1, ""18.25"": 1, ""28.3"": 3, ""23.15"": 2, ""42.8"": 3, ""41.65"": 6, ""32.55"": 3, ""31.3"": 1, ""37.3"": 17, ""67.45"": 3, ""69.65"": 1, ""53.6"": 1, ""165.15"": 5, ""114.0"": 32, ""196.75"": 2, ""135.95"": 9, ""136.25"": 5, ""158.7"": 9, ""109.25"": 21, ""129.75"": 11, ""108.2"": 14, ""159.4"": 11, ""124.3"": 14, ""108.3"": 14, ""133.0"": 7, ""110.25"": 11, ""141.6"": 11, ""116.8"": 25, ""146.35"": 13, ""105.0"": 20, ""133.95"": 9, ""110.85"": 15, ""129.5"": 14, ""88.7"": 6, ""108.95"": 20, ""81.2"": 1, ""123.65"": 16, ""100.2"": 9, ""102.25"": 14, ""122.5"": 18, ""99.3"": 11, ""132.35"": 7, ""93.85"": 1, ""97.6"": 5, ""108.7"": 7, ""100.5"": 17, ""160.7"": 6, ""135.1"": 9, ""174.75"": 5, ""135.65"": 6, ""289.3"": 14, ""245.0"": 3, ""306.85"": 6, ""234.0"": 4, ""290.0"": 12, ""231.0"": 6, ""401.65"": 2, ""415.8"": 1, ""277.9"": 7, ""313.8"": 12, ""348.8"": 3, ""282.1"": 5, ""336.8"": 10, ""301.05"": 5, ""353.0"": 3, ""269.0"": 9, ""259.05"": 7, ""295.4"": 10, ""216.76"": 1, ""255.4"": 6}"
HINDZINC,"{""224.8"": 26, ""205.05"": 11, ""220.65"": 8, ""204.5"": 9, ""224.45"": 7, ""116.05"": 1, ""181.6"": 6, ""200.4"": 3, ""164.05"": 5, ""204.75"": 12, ""182.25"": 5, ""258.95"": 4, ""200.1"": 8, ""197.3"": 5, ""243.0"": 11, ""200.05"": 8, ""249.4"": 2, ""328.4"": 34, ""258.7"": 3, ""334.4"": 33, ""257.0"": 5, ""323.5"": 45, ""362.1"": 2, ""351.9"": 7, ""322.5"": 38, ""350.9"": 8, ""332.9"": 38, ""294.1"": 20, ""338.8"": 13, ""305.4"": 36, ""408.6"": 2, ""309.75"": 70, ""310.95"": 60, ""369.85"": 3, ""305.75"": 51, ""334.95"": 28, ""308.0"": 58, ""338.0"": 21, ""296.05"": 22, ""371.7"": 2, ""305.0"": 76, ""356.75"": 4, ""278.95"": 12, ""318.0"": 80, ""242.05"": 9, ""299.75"": 34, ""260.3"": 1, ""302.0"": 25, ""295.0"": 28, ""262.65"": 4, ""292.75"": 18, ""326.8"": 40, ""307.0"": 43, ""383.0"": 1, ""331.55"": 32, ""292.3"": 20, ""328.5"": 28, ""309.2"": 54, ""298.7"": 24, ""344.0"": 13, ""312.0"": 65, ""312.05"": 68, ""326.45"": 36, ""294.0"": 23, ""324.6"": 61, ""290.5"": 20, ""297.5"": 25, ""332.0"": 30, ""302.7"": 28, ""325.45"": 43, ""304.4"": 45, ""314.95"": 81, ""284.6"": 26, ""437.8"": 6, ""807.7"": 1, ""596.8"": 2, ""717.0"": 3, ""475.4"": 1, ""533.55"": 1, ""490.5"": 9, ""575.4"": 2, ""483.2"": 5, ""516.4"": 10, ""414.7"": 2, ""480.5"": 5}"
HITECH,"{""13.35"": 5, ""18.5"": 8, ""13.2"": 8, ""12.8"": 4, ""20.1"": 4, ""6.55"": 1, ""10.45"": 5, ""6.85"": 3, ""10.5"": 12, ""15.5"": 5, ""10.95"": 3, ""10.1"": 3, ""13.45"": 4, ""17.5"": 2, ""27.7"": 2, ""24.0"": 1, ""41.15"": 7, ""34.4"": 2, ""39.75"": 6, ""33.5"": 2, ""44.6"": 1, ""39.5"": 6, ""76.0"": 14, ""48.25"": 5, ""67.3"": 2, ""65.0"": 10, ""64.45"": 7, ""53.05"": 11, ""49.5"": 5, ""64.25"": 3, ""60.4"": 10, ""49.8"": 4, ""50.1"": 8, ""66.95"": 2, ""51.1"": 11, ""39.3"": 4, ""52.9"": 10, ""55.9"": 15, ""50.25"": 6, ""62.9"": 9, ""57.05"": 15, ""67.55"": 1, ""58.4"": 16, ""89.45"": 10, ""66.0"": 6, ""98.95"": 2, ""76.55"": 14, ""95.05"": 3, ""69.3"": 2, ""81.8"": 7, ""71.0"": 8, ""82.0"": 9, ""85.55"": 17, ""73.85"": 12, ""75.0"": 14, ""90.8"": 6, ""79.45"": 13, ""118.2"": 4, ""97.65"": 3, ""134.15"": 5, ""170.0"": 5, ""105.65"": 4, ""146.8"": 8, ""126.1"": 7, ""136.7"": 8, ""116.3"": 4, ""102.8"": 4, ""141.0"": 11, ""159.07"": 6, ""210.85"": 1, ""166.45"": 5, ""195.0"": 9, ""177.86"": 3}"
IMFA,"{""94.55"": 5, ""83.05"": 4, ""103.25"": 3, ""85.55"": 7, ""122.0"": 5, ""45.95"": 2, ""76.2"": 4, ""95.0"": 6, ""141.7"": 4, ""107.55"": 4, ""107.5"": 5, ""160.0"": 1, ""126.3"": 1, ""264.9"": 9, ""215.0"": 3, ""280.05"": 25, ""246.9"": 7, ""205.0"": 1, ""498.5"": 7, ""324.0"": 10, ""324.8"": 5, ""429.1"": 7, ""352.15"": 12, ""411.85"": 9, ""335.5"": 15, ""487.5"": 5, ""306.75"": 5, ""513.0"": 7, ""230.0"": 14, ""301.8"": 12, ""235.0"": 12, ""265.9"": 16, ""274.3"": 17, ""231.7"": 9, ""274.55"": 13, ""341.65"": 13, ""268.55"": 14, ""297.15"": 6, ""272.7"": 8, ""297.0"": 7, ""270.1"": 19, ""302.9"": 7, ""377.65"": 13, ""328.8"": 7, ""362.0"": 10, ""450.9"": 6, ""387.25"": 11, ""572.6"": 4, ""477.85"": 3, ""524.05"": 2, ""471.6"": 6, ""687.65"": 8, ""664.95"": 12, ""523.0"": 4, ""768.0"": 3, ""752.85"": 9, ""642.7"": 6, ""765.0"": 3, ""587.05"": 4, ""880.0"": 6, ""659.0"": 7, ""712.0"": 11, ""618.0"": 1, ""732.4"": 13, ""631.05"": 7, ""998.8"": 1, ""816.05"": 5, ""957.3"": 3}"
INTERARCH,"{""1815.0"": 2, ""1395.0"": 2, ""1923.75"": 1}"
JAIBALAJI,"{""3.55"": 20, ""5.35"": 10, ""4.2"": 32, ""6.2"": 3, ""5.7"": 4, ""2.6"": 1, ""4.75"": 15, ""2.85"": 6, ""4.85"": 16, ""3.65"": 19, ""4.4"": 11, ""3.6"": 22, ""2.75"": 1, ""4.5"": 18, ""3.3"": 24, ""5.6"": 8, ""12.05"": 6, ""8.45"": 11, ""13.9"": 4, ""14.2"": 1, ""9.8"": 60, ""12.1"": 9, ""9.65"": 24, ""10.0"": 28, ""13.45"": 1, ""9.1"": 19, ""10.7"": 24, ""7.5"": 3, ""12.85"": 2, ""10.55"": 18, ""8.65"": 13, ""7.55"": 4, ""9.95"": 12, ""10.05"": 16, ""7.95"": 6, ""9.3"": 27, ""7.15"": 4, ""7.8"": 15, ""12.6"": 9, ""11.5"": 16, ""8.4"": 22, ""18.3"": 1, ""14.5"": 1, ""128.4"": 2, ""105.9"": 1, ""115.0"": 2, ""227.0"": 4, ""175.9"": 7, ""262.8"": 1, ""165.2"": 5, ""228.75"": 1, ""168.7"": 4, ""162.6"": 1, ""189.8"": 12, ""192.5"": 4, ""156.6"": 1, ""193.0"": 5, ""236.0"": 2, ""194.45"": 4, ""175.1"": 11, ""209.3"": 11}"
JINDALSAW,"{""46.45"": 21, ""35.05"": 9, ""51.3"": 9, ""46.6"": 15, ""19.9"": 1, ""30.6"": 5, ""22.8"": 1, ""32.9"": 4, ""27.15"": 3, ""35.85"": 15, ""37.4"": 14, ""30.1"": 9, ""29.0"": 8, ""29.4"": 5, ""40.95"": 36, ""33.75"": 8, ""42.5"": 21, ""34.9"": 2, ""39.45"": 31, ""43.8"": 21, ""35.1"": 6, ""40.5"": 21, ""35.3"": 11, ""59.75"": 11, ""49.8"": 10, ""73.8"": 7, ""57.85"": 8, ""62.35"": 6, ""55.2"": 6, ""64.0"": 2, ""48.2"": 9, ""55.25"": 7, ""46.75"": 14, ""59.7"": 11, ""49.0"": 5, ""40.0"": 21, ""50.75"": 15, ""38.8"": 14, ""47.95"": 13, ""37.5"": 13, ""46.4"": 15, ""40.55"": 32, ""45.9"": 10, ""39.9"": 19, ""38.7"": 12, ""45.1"": 9, ""53.95"": 14, ""89.8"": 1, ""67.7"": 3, ""126.95"": 1, ""192.25"": 3, ""150.15"": 1, ""151.2"": 2, ""195.5"": 3, ""164.3"": 2, ""257.5"": 13, ""202.0"": 1, ""269.45"": 8, ""231.35"": 5, ""279.2"": 15, ""190.0"": 4, ""299.0"": 6, ""257.7"": 10, ""236.5"": 7, ""295.5"": 3, ""266.0"": 3, ""263.4"": 5, ""383.85"": 1, ""293.55"": 2, ""287.5"": 11, ""342.8"": 7}"
JINDALSTEL,"{""166.4"": 6, ""132.0"": 2, ""161.7"": 3, ""202.4"": 12, ""62.0"": 1, ""238.75"": 3, ""159.6"": 3, ""287.35"": 4, ""244.85"": 2, ""310.5"": 1, ""257.15"": 3, ""354.8"": 7, ""296.7"": 1, ""501.7"": 3, ""381.2"": 15, ""429.6"": 11, ""365.0"": 7, ""378.6"": 10, ""447.0"": 12, ""357.6"": 7, ""347.1"": 8, ""472.65"": 5, ""340.0"": 2, ""409.0"": 20, ""361.15"": 7, ""444.8"": 13, ""367.75"": 9, ""577.8"": 13, ""304.2"": 5, ""377.0"": 13, ""468.0"": 5, ""386.1"": 26, ""454.75"": 6, ""573.5"": 13, ""522.0"": 13, ""612.8"": 3, ""622.75"": 7, ""550.35"": 13, ""544.0"": 12, ""530.6"": 7, ""604.5"": 9, ""503.0"": 2, ""700.0"": 9, ""633.0"": 11, ""722.8"": 9, ""705.7"": 6, ""581.6"": 19, ""767.9"": 10, ""687.8"": 11, ""804.45"": 3, ""708.7"": 6, ""851.0"": 2, ""908.6"": 14, ""1085.95"": 1, ""901.2"": 9, ""1097.0"": 1, ""896.0"": 8, ""929.05"": 20, ""1073.7"": 5, ""882.0"": 6, ""855.0"": 4, ""1011.45"": 10, ""883.35"": 5}"
JSL,"{""40.5"": 8, ""36.6"": 6, ""47.25"": 2, ""37.9"": 11, ""42.9"": 8, ""21.4"": 1, ""32.35"": 1, ""25.6"": 1, ""25.8"": 1, ""42.4"": 6, ""35.25"": 9, ""53.0"": 1, ""42.1"": 6, ""39.35"": 6, ""73.0"": 3, ""62.5"": 5, ""96.0"": 5, ""68.7"": 3, ""68.4"": 4, ""79.9"": 2, ""60.45"": 4, ""102.9"": 5, ""90.55"": 2, ""168.4"": 6, ""125.65"": 5, ""174.4"": 7, ""149.0"": 5, ""207.9"": 6, ""160.95"": 7, ""152.2"": 3, ""219.8"": 6, ""224.4"": 4, ""173.5"": 11, ""174.8"": 8, ""214.7"": 6, ""95.05"": 4, ""123.8"": 6, ""146.7"": 5, ""120.0"": 11, ""230.2"": 4, ""272.6"": 6, ""242.7"": 3, ""329.0"": 3, ""255.0"": 6, ""304.0"": 2, ""270.4"": 4, ""541.0"": 7, ""440.05"": 1, ""510.0"": 3, ""427.15"": 5, ""547.65"": 4, ""504.35"": 3, ""622.5"": 8, ""513.5"": 3, ""527.1"": 4, ""707.95"": 19, ""601.55"": 4, ""725.95"": 13, ""652.35"": 7, ""748.0"": 16, ""625.0"": 9, ""841.0"": 1, ""848.0"": 1, ""631.0"": 10, ""800.0"": 7, ""803.0"": 7, ""631.85"": 11, ""653.8"": 7, ""763.95"": 10, ""596.85"": 6}"
JSWSTEEL,"{""256.5"": 6, ""269.5"": 11, ""246.55"": 7, ""257.0"": 6, ""284.0"": 8, ""242.6"": 1, ""296.75"": 1, ""132.5"": 1, ""162.1"": 1, ""202.4"": 2, ""207.75"": 5, ""295.85"": 1, ""257.55"": 9, ""376.2"": 4, ""344.0"": 6, ""413.1"": 4, ""363.2"": 4, ""773.0"": 23, ""671.9"": 37, ""737.2"": 33, ""646.15"": 16, ""776.5"": 20, ""664.0"": 26, ""702.0"": 34, ""628.1"": 14, ""727.3"": 30, ""696.0"": 34, ""604.3"": 7, ""692.95"": 32, ""630.5"": 19, ""704.85"": 28, ""612.05"": 4, ""678.0"": 46, ""566.0"": 4, ""790.0"": 22, ""520.05"": 2, ""536.1"": 1, ""685.0"": 39, ""636.7"": 12, ""701.8"": 32, ""614.2"": 7, ""615.0"": 8, ""691.0"": 36, ""722.4"": 45, ""783.5"": 19, ""692.8"": 29, ""649.05"": 20, ""746.5"": 32, ""681.05"": 49, ""737.15"": 33, ""773.2"": 20, ""835.0"": 15, ""770.55"": 16, ""840.0"": 11, ""801.0"": 19, ""723.0"": 44, ""895.75"": 17, ""784.0"": 15, ""850.0"": 5, ""761.75"": 18, ""833.2"": 10, ""914.0"": 22, ""830.0"": 19, ""928.95"": 19, ""823.8"": 26, ""959.4"": 11, ""957.95"": 14, ""854.15"": 10, ""1063.0"": 1, ""909.0"": 27, ""1018.95"": 3, ""1023.5"": 1, ""880.0"": 15}"
JTLIND,"{""67.38"": 3, ""57.45"": 10, ""67.75"": 3, ""50.05"": 10, ""64.0"": 5, ""69.98"": 6, ""59.25"": 7, ""51.3"": 7, ""41.5"": 1, ""56.12"": 10, ""48.4"": 1, ""48.05"": 1, ""46.6"": 1, ""58.9"": 3, ""77.55"": 15, ""87.92"": 5, ""70.5"": 6, ""93.2"": 7, ""76.58"": 8, ""82.32"": 15, ""71.02"": 3, ""88.62"": 8, ""75.85"": 10, ""86.9"": 4, ""79.25"": 9, ""84.5"": 10, ""103.25"": 13, ""94.12"": 12, ""114.35"": 5, ""97.5"": 26, ""125.8"": 4, ""104.28"": 13, ""133.7"": 3, ""117.15"": 11, ""138.18"": 1, ""120.7"": 7, ""139.0"": 1, ""83.45"": 10, ""121.0"": 13, ""117.0"": 11, ""100.5"": 18, ""104.06"": 21, ""116.82"": 11, ""97.95"": 10, ""123.7"": 4, ""107.08"": 18, ""123.74"": 3, ""91.2"": 8, ""105.4"": 15, ""90.15"": 5, ""112.1"": 20}"
