stocks,levels
NIFTY PSU BANK,"{""2737.5"": 15, ""2384.85"": 18, ""2356.6"": 14, ""1218.3"": 1, ""1228.8"": 1, ""1395.05"": 11, ""1078.45"": 1, ""1573.1"": 3, ""1376.5"": 4, ""1661.8"": 1, ""1232.55"": 3, ""1370.1"": 6, ""1244.85"": 5, ""1902.4"": 3, ""1578.75"": 1, ""1740.2"": 3, ""2660.6"": 15, ""2037.7"": 5, ""1910.65"": 4, ""2303.6"": 5, ""2580.95"": 22, ""2532.25"": 24, ""2204.7"": 8, ""2579.35"": 22, ""3054.75"": 10, ""2529.7"": 31, ""2831.4"": 14, ""2429.35"": 25, ""2614.95"": 13, ""3133.5"": 4, ""2429.6"": 25, ""2989.75"": 7, ""2386.5"": 19, ""2648.4"": 13, ""2283.85"": 11, ""2766.05"": 11, ""3267.95"": 2, ""2856.0"": 13, ""4617.4"": 6, ""3843.15"": 9, ""4419.8"": 9, ""3628.05"": 4, ""3580.0"": 4, ""4039.0"": 18, ""3528.75"": 3, ""4249.65"": 10, ""3962.3"": 6, ""4647.95"": 8, ""4385.15"": 12, ""5396.85"": 3, ""4641.0"": 9, ""5257.5"": 9, ""4972.65"": 7, ""7281.75"": 14, ""7418.75"": 13, ""6561.4"": 12, ""7375.4"": 20, ""6768.75"": 16, ""7685.95"": 1, ""6838.2"": 17, ""8053.3"": 1, ""6443.85"": 5, ""7542.55"": 2, ""6754.9"": 23, ""7082.9"": 23, ""6503.3"": 6, ""6873.1"": 11, ""6188.85"": 6, ""7038.8"": 18, ""6163.75"": 4, ""7248.25"": 17, ""5866.1"": 5}"
NIFTY REALTY,"{""286.15"": 5, ""336.35"": 6, ""298.7"": 8, ""165.35"": 4, ""192.5"": 2, ""160.85"": 1, ""223.65"": 8, ""192.4"": 3, ""237.6"": 5, ""203.3"": 13, ""208.1"": 7, ""239.3"": 2, ""281.0"": 10, ""346.5"": 13, ""301.05"": 10, ""335.45"": 5, ""365.6"": 3, ""317.0"": 11, ""298.35"": 8, ""299.9"": 8, ""364.8"": 1, ""423.15"": 21, ""365.55"": 3, ""403.35"": 14, ""483.8"": 11, ""560.9"": 5, ""470.65"": 13, ""525.4"": 10, ""442.0"": 25, ""527.2"": 11, ""446.95"": 25, ""389.3"": 19, ""482.5"": 7, ""369.65"": 4, ""415.95"": 14, ""365.75"": 4, ""454.8"": 22, ""434.3"": 18, ""483.55"": 11, ""410.95"": 13, ""412.0"": 18, ""454.7"": 22, ""436.0"": 18, ""467.55"": 14, ""406.85"": 23, ""416.8"": 8, ""370.65"": 3, ""527.15"": 11, ""568.8"": 4, ""520.8"": 10, ""599.9"": 4, ""557.4"": 5, ""619.9"": 1, ""559.2"": 4, ""722.45"": 2, ""894.4"": 6, ""794.5"": 1, ""936.3"": 11, ""808.45"": 1, ""914.35"": 8, ""930.9"": 14, ""1157.35"": 1, ""981.95"": 5, ""1011.75"": 12, ""1140.4"": 5, ""1011.8"": 12, ""957.0"": 7, ""929.75"": 14, ""1137.5"": 2}"
NIFTY IT,"{""14566.55"": 8, ""15803.35"": 14, ""14808.4"": 7, ""15968.5"": 5, ""16882.45"": 2, ""10991.25"": 1, ""14212.1"": 2, ""18353.5"": 7, ""17775.65"": 3, ""22619.0"": 4, ""20548.3"": 2, ""27176.5"": 15, ""24308.9"": 6, ""24212.8"": 3, ""26657.1"": 11, ""27524.6"": 13, ""25293.3"": 10, ""25398.95"": 11, ""37823.15"": 13, ""37491.85"": 15, ""34288.55"": 13, ""36835.95"": 13, ""33953.9"": 9, ""39446.7"": 5, ""33251.7"": 16, ""32438.25"": 24, ""36813.1"": 12, ""27423.8"": 11, ""26399.75"": 14, ""28602.05"": 38, ""26189.4"": 12, ""30474.65"": 20, ""29344.9"": 24, ""26186.7"": 12, ""31227.6"": 12, ""27908.75"": 24, ""31587.35"": 11, ""27639.65"": 17, ""29095.45"": 31, ""26184.45"": 14, ""29659.6"": 30, ""31658.1"": 10, ""33402.75"": 21, ""32981.9"": 17, ""30054.2"": 28, ""36132.0"": 31, ""34236.6"": 12, ""37929.3"": 13, ""38559.85"": 8, ""31320.15"": 12, ""41381.1"": 8, ""37829.1"": 12, ""43645.9"": 17, ""41614.25"": 15, ""43329.5"": 15, ""39975.0"": 5, ""46088.9"": 1, ""44798.65"": 5}"
NIFTY COMMODITIES,"{""3502.3"": 11, ""3322.85"": 10, ""3473.15"": 8, ""3279.6"": 9, ""3548.95"": 4, ""3165.95"": 17, ""2068.8"": 1, ""2691.95"": 2, ""2449.4"": 1, ""2993.45"": 7, ""2811.7"": 4, ""3299.95"": 9, ""2957.85"": 4, ""3868.9"": 2, ""3558.95"": 5, ""4042.05"": 1, ""3702.3"": 2, ""4568.8"": 4, ""4229.1"": 5, ""4760.15"": 3, ""4423.2"": 5, ""5323.5"": 13, ""5012.4"": 8, ""5525.45"": 34, ""5097.9"": 8, ""5755.15"": 22, ""5409.45"": 21, ""6236.5"": 24, ""5657.25"": 39, ""5976.5"": 28, ""5369.9"": 15, ""5749.4"": 24, ""5269.3"": 17, ""6128.75"": 21, ""5555.8"": 35, ""5988.45"": 30, ""5317.75"": 14, ""6458.45"": 19, ""5230.55"": 10, ""4774.15"": 3, ""5879.55"": 43, ""6075.9"": 19, ""5407.2"": 21, ""6007.3"": 30, ""5808.25"": 40, ""6189.05"": 17, ""5666.35"": 46, ""6059.75"": 19, ""5661.0"": 43, ""5353.55"": 12, ""5912.85"": 37, ""5679.6"": 46, ""5908.2"": 37, ""6412.8"": 10, ""6156.5"": 27, ""6673.5"": 6, ""6542.45"": 5, ""6098.95"": 20, ""7495.8"": 6, ""8517.3"": 11, ""7870.5"": 9, ""8370.25"": 14, ""8970.2"": 9, ""8361.1"": 15, ""9390.65"": 16, ""8073.25"": 14, ""9009.75"": 5, ""8892.8"": 14, ""9742.5"": 4, ""9024.75"": 8, ""9533.1"": 8, ""9138.65"": 17, ""9896.35"": 1, ""8117.5"": 16, ""8821.35"": 9, ""7597.05"": 3}"
NIFTY PHARMA,"{""7553.05"": 5, ""8320.25"": 5, ""7909.9"": 6, ""7943.15"": 10, ""8513.15"": 1, ""7944.9"": 10, ""8473.8"": 2, ""6242.85"": 1, ""9753.5"": 1, ""8999.85"": 5, ""10404.35"": 3, ""9994.8"": 12, ""12045.3"": 20, ""11005.9"": 2, ""12528.85"": 34, ""11096.25"": 5, ""11949.6"": 22, ""13476.8"": 29, ""11934.25"": 24, ""13118.7"": 22, ""11860.7"": 16, ""11280.8"": 13, ""14282.9"": 20, ""14530.95"": 21, ""14715.15"": 9, ""13794.9"": 31, ""14743.3"": 10, ""13578.9"": 31, ""14562.25"": 16, ""13956.15"": 35, ""14938.25"": 7, ""13587.25"": 33, ""13005.2"": 47, ""14280.0"": 22, ""12767.4"": 51, ""12290.9"": 26, ""13972.45"": 37, ""12299.2"": 25, ""13253.8"": 34, ""11726.4"": 30, ""12301.85"": 26, ""13068.3"": 33, ""12185.4"": 20, ""13310.75"": 24, ""13736.05"": 26, ""13215.55"": 36, ""12474.15"": 35, ""11542.45"": 18, ""12688.35"": 58, ""12760.9"": 54, ""12040.65"": 20, ""15750.5"": 2, ""14991.6"": 15, ""15667.45"": 3, ""14964.4"": 10, ""14544.25"": 19, ""15868.15"": 4, ""16818.7"": 3, ""19397.25"": 5, ""18189.95"": 1, ""19395.55"": 5, ""18298.25"": 3, ""18406.65"": 6, ""17904.75"": 2, ""19414.9"": 7, ""20275.25"": 2, ""22802.6"": 12, ""23907.9"": 2, ""21475.95"": 6, ""23604.45"": 7}"
NIFTY AUTO,"{""8501.15"": 3, ""7773.6"": 9, ""7900.8"": 20, ""8463.25"": 4, ""4452.2"": 1, ""8223.6"": 24, ""8221.29"": 24, ""7398.35"": 7, ""8260.4"": 17, ""7686.85"": 12, ""9456.65"": 2, ""8540.95"": 1, ""9726.54"": 8, ""11093.15"": 14, ""10110.5"": 16, ""9605.04"": 4, ""9345.2"": 6, ""10913.95"": 19, ""10229.1"": 27, ""10816.85"": 27, ""9945.79"": 8, ""10408.0"": 25, ""9704.6"": 10, ""10021.35"": 15, ""12014.5"": 5, ""11070.65"": 17, ""12139.75"": 12, ""10448.15"": 27, ""11212.2"": 14, ""10197.2"": 20, ""11914.95"": 4, ""11075.15"": 15, ""9226.95"": 6, ""11290.55"": 15, ""10092.6"": 13, ""11682.3"": 22, ""10684.65"": 35, ""12607.6"": 18, ""13421.6"": 6, ""12365.7"": 10, ""12386.3"": 9, ""13544.9"": 2, ""12668.3"": 14, ""13295.95"": 21, ""12140.7"": 12, ""13539.8"": 2, ""11901.85"": 5, ""14903.1"": 3, ""14527.6"": 2, ""15912.15"": 11, ""15122.95"": 3, ""16647.05"": 6, ""15715.9"": 10, ""16664.85"": 5, ""15807.95"": 6, ""17294.35"": 2, ""18142.5"": 4, ""21348.95"": 4, ""20066.8"": 2, ""21144.75"": 5, ""22026.3"": 6, ""25991.45"": 11, ""24841.85"": 3, ""26934.05"": 4, ""24464.5"": 5, ""25191.0"": 18, ""27696.1"": 1, ""22659.05"": 13, ""24111.95"": 4, ""22488.3"": 14, ""24173.25"": 5}"
NIFTY MEDIA,"{""1934.85"": 28, ""1996.2"": 37, ""1723.95"": 37, ""1706.35"": 31, ""1918.5"": 25, ""1745.2"": 38, ""1906.1"": 27, ""972.95"": 1, ""1202.25"": 2, ""1053.25"": 1, ""1485.3"": 11, ""1404.8"": 7, ""1270.2"": 1, ""1679.25"": 24, ""1420.55"": 7, ""1387.3"": 8, ""1752.4"": 33, ""1517.5"": 10, ""1789.95"": 30, ""1645.15"": 22, ""1830.95"": 36, ""1608.6"": 14, ""1775.25"": 29, ""1409.05"": 9, ""1927.25"": 33, ""1812.9"": 40, ""1569.35"": 11, ""2282.05"": 29, ""2378.8"": 19, ""2198.85"": 19, ""2380.55"": 12, ""2145.3"": 28, ""2494.55"": 3, ""2151.05"": 33, ""2339.55"": 18, ""2076.05"": 41, ""1903.3"": 28, ""2484.7"": 6, ""1841.75"": 38, ""2083.25"": 44, ""1752.2"": 32, ""2139.1"": 29, ""2017.7"": 29, ""2236.1"": 25, ""1988.25"": 25, ""2047.35"": 44, ""2119.45"": 33, ""1974.25"": 25, ""2201.2"": 24, ""1887.65"": 38, ""1636.65"": 16, ""1751.85"": 32, ""1658.3"": 16, ""1655.15"": 22, ""1836.45"": 37, ""1727.7"": 35, ""2465.95"": 12, ""2219.6"": 23, ""2359.55"": 9, ""2092.25"": 39, ""2508.6"": 1, ""2057.55"": 52, ""2264.85"": 33, ""1767.3"": 36, ""1947.75"": 22, ""1937.95"": 29, ""1742.95"": 38, ""1717.4"": 28, ""2093.3"": 39, ""1887.45"": 38, ""2169.25"": 31, ""2174.55"": 19, ""2021.9"": 30, ""2182.35"": 26, ""1877.0"": 35, ""1873.95"": 38, ""2095.65"": 38}"
NIFTY FIN SERVICE,"{""14737.45"": 6, ""14117.15"": 13, ""13647.6"": 6, ""14747.7"": 6, ""7984.2"": 1, ""10695.45"": 10, ""8574.5"": 2, ""11454.1"": 5, ""10442.55"": 4, ""11986.55"": 4, ""10113.55"": 8, ""14145.95"": 19, ""15848.25"": 20, ""14352.2"": 17, ""17654.45"": 29, ""16011.25"": 16, ""14600.65"": 21, ""16297.55"": 16, ""16866.3"": 27, ""16139.95"": 10, ""16976.65"": 17, ""16233.45"": 17, ""19778.95"": 20, ""16547.15"": 35, ""18747.65"": 26, ""17324.15"": 18, ""15042.45"": 7, ""18624.5"": 30, ""15247.15"": 16, ""16721.9"": 33, ""14857.3"": 8, ""18450.2"": 34, ""17481.05"": 24, ""18923.9"": 25, ""16983.75"": 15, ""19515.9"": 43, ""19003.8"": 30, ""17707.45"": 33, ""18738.85"": 22, ""17763.75"": 26, ""17261.3"": 19, ""19636.9"": 34, ""19213.5"": 35, ""20666.6"": 15, ""19424.2"": 32, ""20573.25"": 19, ""19985.15"": 20, ""18870.15"": 20, ""21627.35"": 7, ""19878.55"": 15, ""19822.05"": 25, ""20362.8"": 19, ""21758.35"": 10, ""20694.35"": 15, ""22136.6"": 6, ""20934.4"": 9, ""20457.9"": 22, ""24046.6"": 19, ""22497.8"": 10, ""25201.95"": 1, ""23120.5"": 15, ""24379.95"": 7, ""23053.55"": 15, ""24931.7"": 7}"
NIFTY 200,"{""6204.25"": 18, ""6267.5"": 22, ""6073.55"": 13, ""6134.8"": 29, ""6421.1"": 3, ""6017.0"": 14, ""3893.05"": 1, ""5099.3"": 1, ""4578.2"": 1, ""5635.0"": 2, ""6117.85"": 25, ""5593.35"": 6, ""5964.6"": 11, ""6777.4"": 3, ""7057.3"": 5, ""7978.9"": 6, ""7560.2"": 9, ""7987.9"": 7, ""7443.7"": 7, ""7860.3"": 17, ""7427.0"": 6, ""8437.29"": 19, ""8469.2"": 12, ""8246.2"": 9, ""9895.1"": 13, ""9268.35"": 39, ""9682.25"": 19, ""8904.5"": 15, ""9406.04"": 35, ""8699.7"": 21, ""9733.2"": 18, ""8878.25"": 19, ""8286.35"": 14, ""9562.95"": 49, ""8304.9"": 20, ""8847.4"": 19, ""7978.2"": 6, ""9576.25"": 48, ""9154.4"": 48, ""9706.5"": 19, ""8953.7"": 12, ""9935.3"": 5, ""9298.85"": 36, ""9029.45"": 29, ""9367.2"": 30, ""8767.55"": 16, ""10480.4"": 15, ""10188.4"": 14, ""10785.6"": 3, ""10342.75"": 17, ""10618.65"": 13, ""10017.55"": 2, ""11555.45"": 5, ""12443.5"": 12, ""11868.35"": 11, ""12682.55"": 10, ""12119.0"": 9, ""12807.75"": 9, ""12216.4"": 10, ""11878.65"": 11, ""13477.0"": 13, ""14234.65"": 16, ""14015.55"": 17, ""14833.75"": 1, ""13057.5"": 10, ""14062.3"": 8}"
NIFTY MNC,"{""14356.2"": 15, ""13414.65"": 12, ""13433.35"": 12, ""13561.8"": 19, ""14345.9"": 16, ""9648.2"": 1, ""12552.0"": 3, ""11711.6"": 2, ""14412.6"": 7, ""13743.45"": 34, ""14415.4"": 8, ""13398.1"": 9, ""14263.2"": 20, ""14864.15"": 3, ""16477.05"": 7, ""15412.8"": 2, ""16416.6"": 11, ""15620.05"": 11, ""16411.15"": 11, ""15441.3"": 2, ""16610.2"": 6, ""15739.95"": 7, ""18277.9"": 23, ""19542.65"": 46, ""19031.55"": 40, ""20129.85"": 17, ""18558.1"": 21, ""19796.65"": 34, ""18287.55"": 22, ""19425.45"": 53, ""18127.1"": 19, ""19682.1"": 43, ""18138.9"": 16, ""16808.85"": 6, ""18915.35"": 25, ""17032.85"": 6, ""18507.0"": 14, ""16805.3"": 6, ""19097.0"": 28, ""20348.85"": 19, ""19215.6"": 45, ""20336.0"": 19, ""19804.9"": 31, ""20626.45"": 8, ""19405.55"": 59, ""19996.0"": 18, ""18902.05"": 29, ""19665.15"": 43, ""18651.05"": 29, ""19199.6"": 47, ""22572.55"": 3, ""21432.25"": 4, ""22674.95"": 2, ""21735.6"": 29, ""22405.1"": 14, ""21443.35"": 4, ""24365.5"": 11, ""23428.9"": 4, ""24338.95"": 11, ""25874.5"": 2, ""26688.3"": 3, ""31322.9"": 9, ""31494.55"": 9, ""29773.45"": 3, ""31153.95"": 19, ""30507.75"": 8, ""32841.15"": 3, ""27416.85"": 11, ""29615.1"": 5}"
NIFTY INFRA,"{""3337.8"": 16, ""3205.0"": 22, ""3369.5"": 8, ""3200.1"": 19, ""3392.05"": 7, ""3138.7"": 13, ""2072.6"": 1, ""2618.6"": 5, ""2971.8"": 6, ""3288.35"": 28, ""2952.65"": 8, ""3035.95"": 7, ""3698.85"": 4, ""3402.65"": 3, ""3660.0"": 8, ""4315.55"": 3, ""3983.5"": 7, ""4200.35"": 15, ""3890.3"": 6, ""4530.0"": 13, ""4345.75"": 9, ""5345.95"": 11, ""4987.15"": 40, ""5362.8"": 11, ""5131.05"": 43, ""4692.7"": 6, ""5338.8"": 13, ""4857.95"": 26, ""4511.2"": 15, ""5246.2"": 39, ""4634.45"": 12, ""4925.9"": 22, ""4405.55"": 12, ""5150.25"": 37, ""5321.25"": 12, ""4840.6"": 19, ""4873.7"": 18, ""5482.8"": 14, ""5138.05"": 33, ""5334.25"": 12, ""4930.6"": 21, ""4990.15"": 45, ""5229.9"": 30, ""4966.0"": 24, ""5485.05"": 12, ""5312.75"": 18, ""6123.7"": 9, ""5929.25"": 7, ""6336.0"": 6, ""6123.4"": 9, ""6339.7"": 6, ""5960.0"": 11, ""8366.05"": 23, ""7867.65"": 6, ""8197.15"": 16, ""8674.15"": 14, ""8152.1"": 10, ""9166.25"": 21, ""7877.1"": 10, ""8832.45"": 12, ""9547.6"": 4, ""9091.85"": 11, ""9704.2"": 1, ""8236.95"": 10, ""8980.55"": 7, ""8025.25"": 9}"
